"","subID","cultureEA","avatar_ori","prac1","prac1_rt_Page.Submit","raw1","raw1_rt_Page.Submit","raw2","raw2_rt_Page.Submit","raw3","seq3_rt_Page.Submit","raw4","raw4_rt_Page.Submit","raw5","raw5_rt_Page.Submit","raw6","raw6_rt_Page.Submit","raw7","raw7_rt_Page.Submit","raw8","raw8_rt_Page.Submit","raw9","raw9_rt_Page.Submit","raw10","raw10_rt_Page.Submit","raw11","raw11_rt_Page.Submit","raw12","raw12_rt_Page.Submit","raw13","raw13_rt_Page.Submit","raw14","raw14_rt_Page.Submit","raw15","raw15_rt_Page.Submit","raw16","raw16_rt_Page.Submit","raw17","raw17_rt_Page.Submit","raw18","raw18_rt_Page.Submit","raw19","raw19_rt_Page.Submit","raw20","raw20_rt_Page.Submit","raw21","raw21_rt_Page.Submit","raw22","raw22_rt_Page.Submit","raw23","raw23_rt_Page.Submit","raw24","raw24_rt_Page.Submit","raw25","raw25_rt_Page.Submit","raw26","raw26_rt_Page.Submit","raw27","raw27_rt_Page.Submit","raw28","raw28_rt_Page.Submit","raw29","raw29_rt_Page.Submit","raw30","raw30_rt_Page.Submit","raw31","raw31_rt_Page.Submit","raw32","raw32_rt_Page.Submit","raw33","raw33_rt_Page.Submit","raw34","raw34_rt_Page.Submit","raw35","raw35_rt_Page.Submit","raw36","raw36_rt_Page.Submit","vale1","arou1","trait1_Competent","trait1_Trustworthy","trait1_FinanciallyNeedy","trait1_Dominant","trait1_Selfish","trait1_Friendly","trait1_aGoodPerson","vale2","arou2","trait2_Competent","trait2_Trustworthy","trait2_FinanciallyNeedy","trait2_Dominant","trait2_Selfish","trait2_Friendly","trait2_aGoodPerson","vale3","arou3","trait3_Competent","trait3_Trustworthy","trait3_FinanciallyNeedy","trait3_Dominant","trait3_Selfish","trait3_Friendly","trait3_aGoodPerson","vale4","arou4","trait4_Competent","trait4_Trustworthy","trait4_FinanciallyNeedy","trait4_Dominant","trait4_Selfish","trait4_Friendly","trait4_aGoodPerson","vale5","arou5","trait5_Competent","trait5_Trustworthy","trait5_FinanciallyNeedy","trait5_Dominant","trait5_Selfish","trait5_Friendly","trait5_aGoodPerson","vale6","arou6","trait6_Competent","trait6_Trustworthy","trait6_FinanciallyNeedy","trait6_Dominant","trait6_Selfish","trait6_Friendly","trait6_aGoodPerson","vale7","arou7","trait7_Competent","trait7_Trustworthy","trait7_FinanciallyNeedy","trait7_Dominant","trait7_Selfish","trait7_Friendly","trait7_aGoodPerson","vale8","arou8","trait8_Competent","trait8_Trustworthy","trait8_FinanciallyNeedy","trait8_Dominant","trait8_Selfish","trait8_Friendly","trait8_aGoodPerson","vale9","arou9","trait9_Competent","trait9_Trustworthy","trait9_FinanciallyNeedy","trait9_Dominant","trait9_Selfish","trait9_Friendly","trait9_aGoodPerson","vale10","arou10","trait10_Competent","trait10_Trustworthy","trait10_FinanciallyNeedy","trait10_Dominant","trait10_Selfish","trait10_Friendly","trait10_aGoodPerson","vale11","arou11","trait11_Competent","trait11_Trustworthy","trait11_FinanciallyNeedy","trait11_Dominant","trait11_Selfish","trait11_Friendly","trait11_aGoodPerson","vale12","arou12","trait12_Competent","trait12_Trustworthy","trait12_FinanciallyNeedy","trait12_Dominant","trait12_Selfish","trait12_Friendly","trait12_aGoodPerson","vale13","arou13","trait13_Competent","trait13_Trustworthy","trait13_FinanciallyNeedy","trait13_Dominant","trait13_Selfish","trait13_Friendly","trait13_aGoodPerson","vale14","arou14","trait14_Competent","trait14_Trustworthy","trait14_FinanciallyNeedy","trait14_Dominant","trait14_Selfish","trait14_Friendly","trait14_aGoodPerson","vale15","arou15","trait15_Competent","trait15_Trustworthy","trait15_FinanciallyNeedy","trait15_Dominant","trait15_Selfish","trait15_Friendly","trait15_aGoodPerson","vale16","arou16","trait16_Competent","trait16_Trustworthy","trait16_FinanciallyNeedy","trait16_Dominant","trait16_Selfish","trait16_Friendly","trait16_aGoodPerson","vale17","arou17","trait17_Competent","trait17_Trustworthy","trait17_FinanciallyNeedy","trait17_Dominant","trait17_Selfish","trait17_Friendly","trait17_aGoodPerson","vale18","arou18","trait18_Competent","trait18_Trustworthy","trait18_FinanciallyNeedy","trait18_Dominant","trait18_Selfish","trait18_Friendly","trait18_aGoodPerson","r1_1","r1_2","r1_3","r1_4","r1_5","r1_6","r1_7","r1_8","r1_9","r1_10","r2_1","r2_2","r2_3","r2_4","r2_5","r2_6","r2_7","r2_8","r2_9","r2_10","r3_1","r3_2","r3_3","r3_4","r3_5","r3_6","r3_7","r3_8","r3_9","r3_10","r4_1","r4_2","r4_3","r4_4","r4_5","r4_6","r4_7","r4_8","r4_9","i1_1","i1_2","i1_3","i1_4","i1_5","i1_6","i1_7","i1_8","i1_9","i1_10","i2_1","i2_2","i2_3","i2_4","i2_5","i2_6","i2_7","i2_8","i2_9","i2_10","i3_1","i3_2","i3_3","i3_4","i3_5","i3_6","i3_7","i3_8","i3_9","i3_10","i4_1","i4_2","i4_3","i4_4","i4_5","i4_6","i4_7","i4_8","i4_9","value_1","value_2","value_3","value_4","value_5","value_6","value_7","value_8","value_9","iri1","iri2","iri3","iri4","iri5","iri6","iri7","iri8","iri9","iri10","iri11","iri12","iri13","iri14","iri15","iri16","iri17","iri18","iri19","iri20","iri21","iri22","iri23","iri24","iri25","iri26","iri27","iri28","tipi_1","tipi_2","tipi_3","tipi_4","tipi_5","tipi_6","tipi_7","tipi_8","tipi_9","tipi_10","age","Q509","Q509_8_TEXT","gender","gender_3_TEXT","sexualpref","sexualpref_5_TEXT","born1","born1_txt","raise1","raise1_txt","born2","born2_txt","raise2","raise2_txt","ethni2","ethni2_txt","born3","born3_txt","raise3","raise3_txt","ethni3","ethni3_txt","born4","born4_txt","raise4","raise4_txt","born5","born5_txt","raise5","raise5_txt","born6","born6_txt","raise6","raise6_txt","born7","born7_txt","raise7","raise7_txt","econ1","econ2","econ2_6_TEXT","ladder1","ladder2","famises1","famises2","econinde","selfses1","selfses2","didbefore","didbefore_","order","famises2_numbered","selfses2_numbered","gender_nonfemale","sexualpref_nonhetero","ethn_nonmajority","exclude_age","exclude_sd"
"60","R_C1chls2eEgMcMVP",1,"4-b","$1","11.497",2,12.989,1,8.387,0,"7.76",3,7.536,0,8.524,2,4.845,3,7.965,3,5.353,2,4.501,3,10.643,4,10.04,3,4.397,2,5.714,2,3.949,1,4.488,2,3.601,1,4.593,2,4.196,3,3.422,3,5.07,2,3.701,2,4.366,2,5.228,2,3.956,0,5.407,3,5.971,3,4.95,0,6.2,0,3.6,1,4.345,1,4.133,0,3.584,1,4.227,0,6.291,0,4.717,0,4.37,6,4,4,4,4,4,4,5,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,5,4,6,5,4,4,4,3,4,5,4,2,2,4,4,4,5,5,3,4,3,2,4,3,4,5,4,3,4,6,5,4,5,4,3,3,5,5,2,2,4,4,4,5,4,3,4,5,3,4,4,4,4,4,4,4,6,6,4,4,4,3,3,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,3,4,4,4,5,4,3,4,7,5,4,5,4,3,3,5,4,6,6,4,4,4,4,4,5,4,2,2,4,4,4,5,4,3,4,5,3,4,4,4,4,4,3,4,2,1,3,3,4,1,3,2,1,4,1,2,2,3,2,3,3,3,1,2,2,1,1,3,1,2,2,1,2,2,1,2,2,2,3,3,1,4,2,2,2,2,2,2,3,3,2,2,2,2,1,3,1,4,1,1,2,3,1,4,2,4,1,2,1,5,5,5,1,1,2,1,1,1,1,1,1,2,1,2,0,0,0,1,0,0,0,1,4,4,2,1,2,5,1,3,4,1,5,4,2,1,1,1,2,5,4,2,2,1,1,1,1,1,1,2,2,5,5,2,2,2,2,2,3,28,"White/Caucasian/European American","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",4,3,"Lower-Middleincome","$40,001 -
$50,000","Yes","Lower-Middleincome","$20,001 -
$30,000","No","","1",5,3,0,0,0,0,0
"61","R_3Eo54sBPriACzhu",1,"4-c","$4","13.419",2,3.923,1,4.292,3,"4.838",3,2.553,0,2.439,5,6.432,3,3.161,2,2.666,3,2.251,1,3.184,1,4.559,3,2.812,2,5.411,2,3.045,3,4.816,2,2.667,1,4.264,3,4.267,3,3.512,2,11.621,1,2.742,2,5.62,3,3.618,5,2.736,3,2.607,1,4.601,1,2.942,4,5.942,2,5.152,3,2.833,5,4.375,5,5.259,2,3.356,4,3.114,2,4.501,2,5.121,6,3,5,5,3,3,2,6,6,3,5,5,2,4,5,6,3,3,5,5,3,4,2,5,2,7,6,4,2,6,4,1,4,2,5,5,3,4,4,3,1,5,5,2,3,6,6,6,5,1,6,2,7,6,5,3,5,6,2,3,3,4,5,3,5,4,1,5,6,5,2,2,5,5,4,5,2,6,1,7,6,4,4,4,6,2,2,2,5,5,4,5,4,3,1,6,5,3,3,2,6,3,1,6,6,5,6,3,6,3,6,6,1,3,2,7,6,3,3,5,3,2,5,5,2,4,3,6,5,3,2,7,3,7,5,5,3,6,6,1,2,3,6,6,4,6,5,4,5,6,5,6,4,5,5,5,6,5,3,3,7,6,2,2,2,3,3,2,2,2,2,3,2,2,1,4,3,3,2,2,1,2,2,3,3,3,3,1,2,2,2,2,3,2,2,2,4,2,1,3,1,2,2,1,2,3,4,2,2,2,2,3,1,2,2,4,1,2,1,2,1,3,2,4,1,2,1,4,4,4,4,2,2,1,1,2,1,1,1,1,2,3,1,1,3,3,2,3,2,4,4,2,3,5,5,2,3,3,5,5,1,2,2,1,5,5,2,2,5,3,4,5,4,4,4,4,5,5,2,3,6,5,6,6,5,3,2,25,"White/Caucasian/European American","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",6,3,"Middleincome","over
$100,000","Yes","Middleincome","$40,001 -
$50,000","Yes","Participated in ""Psychology of decision-making"" from the Reyes lab. Lent people money in hopes they would return some.","4",8,5,0,0,0,0,0
"62","R_bqnxyf41OnnOil3",1,"2-b","$1","13.64",2,15.793,1,5.08,1,"7.82",2,5.898,0,3.82,1,7.69,1,4.102,0,6.433,1,3.161,0,4.07,1,5.375,1,4.828,0,2.848,3,3.206,1,4.341,0,3.42,2,3.239,2,4.884,0,3.746,2,5.327,1,3.798,2,5.297,1,4.086,1,3.515,2,3.326,1,8.475,3,4.715,0,3.321,1,3.181,0,3.342,1,3.952,1,4.083,1,3.783,2,94.218,2,3.169,0,2.992,7,7,6,6,4,5,1,7,6,3,1,3,2,4,3,5,1,4,5,3,5,4,4,3,3,5,5,7,7,5,5,4,5,2,7,6,2,1,4,2,4,5,6,2,3,5,5,5,5,4,4,2,5,5,7,6,4,5,4,3,2,7,6,4,4,4,4,4,2,2,3,4,5,4,5,5,4,5,4,4,5,7,7,4,5,4,4,3,3,5,4,4,4,4,4,3,4,4,4,5,5,5,5,3,4,3,6,6,7,7,5,5,3,5,2,6,6,4,3,4,3,5,3,4,4,4,5,4,4,4,4,4,3,5,5,6,6,5,5,3,5,2,6,6,4,4,4,4,4,4,4,4,4,5,5,5,5,3,4,2,6,6,4,2,2,1,3,4,3,1,3,2,1,2,4,2,4,2,2,2,1,1,4,3,4,2,2,1,4,4,4,1,1,3,1,2,2,1,1,2,1,5,1,1,1,2,5,5,1,5,1,2,1,5,2,5,1,2,1,2,1,5,2,5,1,2,1,5,5,5,5,2,5,1,1,1,1,1,1,1,2,3,0,0,3,0,1,0,0,3,4,2,2,4,3,1,5,5,1,4,1,4,2,5,3,2,1,3,4,5,3,3,1,3,4,2,4,6,5,5,4,7,3,4,1,5,3,20,"White/Caucasian/European American","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",5,5,"Middleincome","$75,001 -
$100,000","Yes","Middleincome","$75,001 -
$100,000","No","","1",7,7,1,0,0,0,0
"63","R_2axDgwdkrXY3P5V",1,"2-a","$3","43.649",3,3.501,2,3.07,1,"4.942",4,5.177,2,5.7,2,2.886,3,2.36,3,3.21,0,2.633,6,3.133,2,3.618,4,6.739,1,4.13,2,2.872,2,21.34,5,6.034,3,6.123,6,2.544,4,15.387,3,23.283,3,3.668,5,2.319,4,2.817,5,1.937,2,10.8,5,4.68,3,3.731,4,2.943,2,4.134,4,25.52,3,3.732,4,7.092,5,16.224,2,3.584,2,24.538,4,9.404,5,3,5,5,3,3,4,6,5,4,2,5,5,3,4,3,5,5,6,5,5,5,3,4,3,6,6,3,2,4,3,3,5,4,3,5,5,2,5,4,2,3,2,3,4,6,5,4,5,3,4,3,6,6,5,4,4,5,3,4,3,4,5,4,5,3,4,3,3,3,4,5,6,5,4,3,3,4,3,5,5,4,3,4,5,2,3,3,4,5,4,3,5,4,3,4,3,3,5,6,4,5,4,2,4,4,5,5,5,3,5,5,2,2,2,4,5,4,2,5,4,3,3,4,4,5,6,6,5,4,3,4,3,6,5,4,2,5,4,2,3,4,4,5,5,3,5,4,2,2,2,3,4,6,5,5,5,2,4,4,6,5,2,2,3,2,2,2,2,1,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,3,2,4,1,2,2,3,4,3,2,4,2,3,2,4,2,4,2,2,1,3,2,4,2,4,2,2,1,5,4,4,4,2,4,1,1,2,1,1,2,2,2,3,1,3,2,2,2,1,2,4,4,2,1,4,2,2,4,4,4,4,3,2,3,4,3,3,2,4,3,2,5,4,2,4,4,2,4,3,5,5,5,6,5,6,5,3,2,26,"White/Caucasian/European American","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Minor","",7,6,"Upper-Middleincome","over
$100,000","Yes","Lowerincome","$10,001 -
$20,000","Yes","I did a different stanford online study similar to this one with money exchanging hands.","2",8,2,1,0,0,0,0
"64","R_2YgO7MxGY0MbdYO",1,"4-b","$0","18.284",0,7.201,0,8.265,0,"7.966",0,5.266,0,3.643,0,5.6,0,4.298,0,3.402,0,3.334,0,2.977,0,2.601,0,4.538,0,2.372,0,4.659,0,2.631,0,3.8,0,2.579,0,2.914,0,3.824,0,2.334,0,3.198,0,2.685,0,3.052,0,3.021,0,3.634,0,2.471,0,3.225,0,2.566,0,6.302,0,6.799,0,3.589,0,8.725,0,3.629,0,4.993,0,3.774,0,4.41,4,1,5,5,4,5,5,5,5,6,1,6,6,5,4,3,5,6,5,1,5,5,4,5,3,5,5,5,1,6,6,5,4,3,6,6,5,1,5,5,4,6,5,5,5,5,1,6,6,4,4,3,6,6,5,1,6,6,3,4,3,6,6,5,1,6,6,3,4,2,6,6,5,1,5,5,3,5,4,5,5,5,1,6,6,4,4,3,6,6,5,1,6,6,3,4,3,6,6,5,1,6,6,3,4,3,6,6,5,1,6,6,3,6,5,6,6,5,1,5,5,4,3,3,6,6,5,1,6,6,3,4,2,6,6,5,1,5,5,3,3,3,6,6,5,1,6,6,3,6,5,6,6,5,1,6,6,4,4,3,6,6,3,2,2,2,2,4,2,2,3,3,2,1,4,2,5,2,2,2,2,1,4,2,4,1,2,1,4,3,4,4,2,4,1,2,3,1,1,1,2,4,2,1,1,2,5,4,2,4,2,2,1,5,2,5,1,2,1,3,1,5,2,4,1,3,1,5,4,5,5,1,4,1,1,2,1,1,1,1,3,2,0,2,3,1,3,2,2,2,3,1,2,1,3,4,4,4,3,4,4,2,2,4,1,4,1,2,3,4,2,2,2,4,2,3,4,3,1,6,1,5,5,5,1,7,4,28,"White/Caucasian/European American","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",5,6,"Middleincome","$75,001 -
$100,000","Yes","Lowerincome","$10,001 -
$20,000","No","","3",7,2,0,0,0,0,1
"65","R_3nfrIOFe759b7uw",1,"2-a","$0","10.837",0,5.058,0,3.479,0,"2.841",2,7.144,0,2.701,0,3.344,1,3.655,3,6.013,0,2.866,0,7.679,3,3.826,1,3.487,0,3.762,0,4.4,1,4.4,0,3.133,0,2.584,2,4.057,0,2.459,0,7.457,1,3.814,2,3.593,0,3.976,0,3.001,1,9.571,1,3.019,0,9.349,0,3.542,0,6.955,0,3.618,1,3.904,0,3.7,1,3.895,0,2.576,0,4.153,1,4.041,5,2,6,6,3,6,5,7,6,3,1,6,4,4,5,6,3,4,3,1,5,4,3,3,3,4,4,5,5,6,6,3,5,3,7,5,4,2,4,4,4,4,4,4,4,5,2,4,5,3,4,4,5,4,5,3,4,4,3,3,5,5,3,3,1,6,4,3,6,6,2,4,3,3,4,4,5,4,3,4,4,5,4,5,5,5,6,7,5,4,3,1,5,4,4,4,6,5,4,5,5,6,5,6,5,5,5,5,5,4,5,5,2,6,5,5,6,4,1,4,4,4,4,4,4,4,5,2,7,5,4,5,5,3,3,7,7,6,6,4,3,5,5,3,2,1,4,4,6,5,7,4,4,5,4,6,4,3,2,5,4,3,3,4,3,2,4,3,4,3,2,4,4,3,3,4,3,4,3,3,2,4,3,3,2,2,3,2,4,2,3,4,2,4,2,2,4,4,4,4,4,5,2,2,2,4,4,4,4,4,2,4,3,3,3,4,3,3,3,1,1,3,4,3,2,3,4,4,3,3,2,4,3,3,2,3,3,4,4,2,4,3,0,3,3,1,1,1,1,5,3,2,4,4,1,1,5,5,5,5,2,2,2,1,2,2,2,4,4,4,5,2,1,5,4,2,4,1,1,4,1,4,4,4,1,4,1,21,"White/Caucasian/European American","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",7,6,"Upper-Middleincome","over
$100,000","No","Middleincome","$10,001 -
$20,000","No","","1",8,2,1,0,0,0,0
"66","R_DOjoS2GbEbjhDFf",1,"4-b","$4","13.275",1,3.318,1,2.773,3,"3.228",5,3.547,2,6.412,2,7.548,1,3.782,1,6.286,2,6.183,0,4.928,3,6.021,3,3.174,0,4.925,3,4.712,2,11.636,0,3.094,1,3.915,3,5.239,0,4.439,3,5.176,3,4.61,2,4.316,1,3.097,4,6.472,3,7.651,2,4.919,0,6.092,2,8.15,1,4.984,3,5.416,5,5.323,1,4.755,3,7.031,3,5.698,2,6.915,4,9.222,5,4,5,5,2,2,3,6,6,2,2,3,2,4,3,5,2,4,2,6,2,2,5,4,5,7,4,4,4,3,3,3,4,4,3,4,3,1,3,4,4,1,3,1,3,5,6,3,3,4,3,6,7,5,4,3,6,5,2,4,3,5,5,2,2,3,2,1,6,5,1,3,6,7,5,4,3,4,3,6,6,5,4,5,5,3,4,3,5,6,5,4,5,5,3,4,3,5,5,3,5,2,2,3,3,6,6,4,5,5,6,5,3,3,3,6,5,4,4,3,3,3,3,2,3,3,3,6,4,3,3,6,5,7,4,5,4,4,3,5,3,5,5,4,4,4,5,5,4,2,3,5,5,6,6,5,5,3,5,4,6,6,3,2,3,2,3,3,2,1,2,4,1,2,3,2,3,4,3,2,2,2,4,2,3,2,2,2,3,1,2,2,2,2,1,1,3,2,2,3,2,4,1,2,1,2,4,4,1,2,2,3,1,5,2,4,2,2,2,1,1,4,2,4,2,2,1,5,3,4,3,1,4,1,1,2,2,1,2,2,3,3,0,1,2,2,4,0,0,4,5,1,5,4,3,2,5,5,3,4,2,4,1,3,3,2,1,4,5,5,4,3,2,2,3,2,2,4,5,6,4,3,5,7,5,6,1,25,"White/Caucasian/European American","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",6,2,"Upper-Middleincome","over
$100,000","Yes","Middleincome","$50,001 -
$75,000","No","","4",8,6,0,0,0,0,0
"67","R_8tRbKpebUdYuNAR",1,"2-a","$3","6.355",3,3.824,3,2.625,3,"2.945",3,2.041,3,1.63,3,2.138,3,2.131,3,2.533,3,1.874,3,4.29,3,1.843,3,2.745,3,3.28,3,2.222,3,1.909,3,2.319,3,2.16,3,1.959,3,1.66,3,1.716,3,1.597,3,1.66,3,2.504,3,1.579,3,117.402,3,2.706,3,1.905,3,2.488,3,3.097,3,7.539,3,2.877,3,3.075,3,7.526,3,3.817,3,2.246,3,4.411,5,3,5,5,3,2,4,6,5,3,4,5,3,5,6,5,3,4,6,6,4,5,4,2,2,7,6,4,2,5,4,3,5,5,5,5,3,4,4,4,4,4,4,4,4,6,6,3,4,4,5,5,7,5,3,1,5,2,1,5,6,2,5,3,2,5,3,3,5,6,2,4,6,5,4,4,4,4,3,5,5,3,1,4,3,2,4,4,4,5,5,2,2,5,2,6,5,2,4,5,5,5,5,5,5,5,5,5,5,3,5,3,3,3,5,4,4,5,3,3,3,3,3,3,3,4,4,5,4,4,4,4,4,5,5,5,3,3,3,3,3,3,4,4,5,2,4,4,4,4,5,5,5,6,5,5,4,2,4,3,5,5,3,1,3,4,3,2,3,2,2,4,2,2,4,2,4,2,2,3,2,1,3,2,2,2,4,1,4,2,3,1,1,3,1,1,5,2,1,4,2,5,2,1,1,3,3,4,2,4,1,3,1,5,3,4,1,2,1,4,1,5,2,4,1,3,1,5,4,4,4,1,4,1,1,1,1,1,1,1,2,3,0,4,3,2,2,1,0,5,3,1,1,3,5,3,4,4,4,5,2,2,1,2,3,4,1,3,4,4,5,2,3,4,2,4,4,2,2,7,5,5,5,7,1,2,3,27,"White/Caucasian/European American","","Male","","Bisexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",7,7,"Upper-Middleincome","over
$100,000","No","Upper-Middleincome","less than
$10,000","No","","4",8,1,1,1,0,0,1
"68","R_Ove6DQs4M12LUFb",1,"1-a","$6","2.636",6,1.748,6,2.119,6,"2.201",6,2.018,6,2.253,6,2.641,6,1.754,6,2.001,6,1.827,6,1.931,6,1.653,6,1.63,6,2.057,6,2.488,6,1.759,6,1.87,6,1.611,6,2.589,6,2.299,6,2.626,6,2.377,6,2.118,6,2.463,6,1.533,6,1.64,6,2.453,6,2.25,6,1.8,6,2.372,6,2.061,6,3.167,6,1.961,6,1.944,6,2.414,6,2.456,6,1.986,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,19,"White/Caucasian/European American","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",1,1,"I don'tknow","over
$100,000","No","I don'tknow","over
$100,000","No","","1",8,8,1,0,0,0,1
"69","R_qE08YYxhNT2m5VL",1,"4-b","$1","6.753",1,3.01,1,2.87,0,"3.089",1,6.282,0,2.386,1,1.76,1,5.3,0,5.998,1,6.968,0,3.141,0,3.553,0,3.045,0,2.27,0,2.959,1,3.477,1,2.145,0,2.419,1,3.001,0,4.935,1,3.114,0,6.015,1,2.7,1,7.698,1,3,1,2.26,0,8.392,0,4.219,0,10.591,0,3.99,0,3.674,1,3.673,1,1.955,0,3.245,1,4.425,0,3.33,1,3.84,5,3,4,3,3,2,3,4,4,4,2,4,2,3,2,4,3,3,3,2,3,4,2,5,4,3,3,3,2,3,2,2,5,5,2,3,4,3,4,4,3,4,3,3,4,3,2,4,2,2,5,3,4,4,4,3,4,4,2,3,2,4,3,3,3,4,2,2,5,4,2,3,5,3,4,5,2,4,3,5,4,3,3,4,3,2,5,3,3,4,4,3,4,3,3,3,5,3,4,2,2,3,2,2,5,5,3,3,5,3,4,5,2,3,2,5,5,4,2,4,4,3,4,3,4,4,3,3,3,3,2,5,4,5,4,4,3,4,4,2,3,4,4,4,4,3,4,4,2,3,3,4,4,3,3,4,3,2,5,4,4,4,3,2,4,3,3,1,4,1,1,4,3,4,2,3,3,4,3,4,2,3,3,3,2,4,1,2,2,2,3,3,3,2,1,1,4,2,3,4,2,4,2,1,1,3,4,4,2,4,1,2,1,3,2,4,2,2,1,4,2,4,1,3,2,3,1,4,4,4,4,1,4,1,1,2,1,3,1,2,2,3,2,3,3,2,3,1,1,4,4,4,2,3,2,2,3,4,4,4,2,2,2,4,4,3,2,3,4,3,4,3,2,3,4,2,3,5,5,3,6,6,4,5,6,2,2,24,"White/Caucasian/European American","","Female","","Homosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",7,6,"Upper-Middleincome","over
$100,000","Yes","Lower-Middleincome","$20,001 -
$30,000","No","","2",8,3,0,1,0,0,0
